coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Thu Apr 23 00:00:00 +0000 2020,EarthDay,,https://thehill.com/opinion/energy-environment/493946-covid-19-lessons-for-the-earth-day-50th-anniversary,1,1253111343726460000,,,,en,,FALSE,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",I spent the 1st #EarthDay pulling tires out of the San Francisco Bay. Proud of my husband Dan who has helped lead the charge for better stewardship of the Earth while supporting good jobs and a strong economy. Read his thoughts on this 50th anniversary. https://t.co/HaXo3IpEQh,https://twitter.com/Elizabeth_Esty/status/1253111343726465024,Fri Jan 04 17:36:04 +0000 2013,Elizabeth_Esty,FALSE,"Mom, community advocate, and former U.S. Representative for Connecticut's 5th Congressional District.",1280,20677,1408,650,"Cheshire, CT",Elizabeth Esty,Elizabeth_Esty,6810,,http://elizabethesty.com,FALSE
,Thu Apr 23 00:00:00 +0000 2020,,https://twitter.com/Mision_Verdad/status/1253111343634317312/photo/1,http://bit.ly/2VRyyau,20,1253111343634310000,,,,es,,FALSE,47,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","El establishment estadounidense lo sabía todo sobre el coronavirus y no hizo nada.
https://t.co/Rls6JbIKjg https://t.co/Nk0Dp1zUr4",https://twitter.com/Mision_Verdad/status/1253111343634317312,Mon Sep 03 20:44:16 +0000 2012,Mision_Verdad,FALSE,Grupo de investigación y análisis.,1635,86154,185,448,"Caracas, Venezuela",Misión Verdad,Mision_Verdad,139320,,http://misionverdad.com,FALSE
,Thu Apr 23 00:00:00 +0000 2020,,,,0,1253111342610950000,,,,en,,,520,1.25308E+18,intheMatrixxx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @intheMatrixxx: Do you think the COVID-19 is a retaliation by the deep state because of the Tariffs @realDonaldTrump put on China?,https://twitter.com/tseivers59/status/1253111342610952195,Mon Apr 25 23:16:16 +0000 2016,tseivers59,FALSE,"God, flag, country, family & TRUTH. 🚫DMs🚫Trains #45 #Qanon #WWG1WGA
#FreeFlynn #TrumpTrain #KAG #TheGreatAwakening
#DigitalSoldier #TakeTheOath  #FightBack",193402,5442,3962,3,Beside You Patriot,PatriotQArmy,tseivers59,317884,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,COVID19,,,0,1253111348977900000,,,,es,,,13,1.25304E+18,LGlomcon,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LGlomcon: ⚠️ ¡Aviso Importante!

🦠 Debido a la emergencia sanitaria #COVID19 
🖥️ Este mes estamos preparando algo para ustedes, síganos…",https://twitter.com/sotoO1o/status/1253111348977901569,Sun Jul 19 22:54:32 +0000 2009,sotoO1o,FALSE,"Nephrologist interested in glomerular diseases, AKI, critical care, POCUS, CKD, research and education.
#GlomconLA coordinador, profesor adjunto @nefrohgr46",1088,415,403,4,N 20°43' 0'' / W 103°20' 0'',Javier Soto,sotoO1o,1358,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,,,,13,1253111348315270000,,,,es,,,5,,,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",Ahora resulta que los fumadores son más resistentes al Covid 19,https://twitter.com/eugeniotironi/status/1253111348315279367,Sun Oct 18 00:50:40 +0000 2009,eugeniotironi,FALSE,Sociólogo. O algo por el estilo.,13,102422,442,884,"iPhone: -33.437283,-70.523613",Eugenio Tironi,eugeniotironi,7578,,http://www.eugeniotironi.cl,FALSE
,Thu Apr 23 00:00:00 +0000 2020,,,https://plus61j.net.au/panel-picks/pandemic-highlights-folly-hasty-annexation-jordan-valley/,0,1253111343563130000,,,,en,,FALSE,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Environmental advocates warn cooperation between Israeli and Palestinian health professionals would halt, if annexation were advanced during the crisis. https://t.co/bAWgdBe4oe",https://twitter.com/Plus61J/status/1253111343563132929,Thu May 07 07:06:16 +0000 2015,Plus61J,FALSE,"Plus 61J is a balanced, bold, Australian publication based on Jewish, humanitarian and democratic values. Pro-Israel, pro-two states, pro-peace. RT≠endorsement.",252,451,746,3,Australia,Plus61J Media,Plus61J,4201,,http://www.plus61j.net.au,FALSE
,Thu Apr 23 00:00:00 +0000 2020,,,https://bit.ly/2yDKoNv,8,1253111343571440000,,,,en,,FALSE,7,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Wuhan-based writer Fang Fang began to document the COVID-19 pandemic in January. Her diary entries, soon to be translated and published for anglophone audiences, have sparked backlash. https://t.co/HzXeWw7j0B @CDT",https://twitter.com/asymptotejrnl/status/1253111343571447808,Tue Nov 23 07:28:14 +0000 2010,asymptotejrnl,FALSE,"The premier site for world literature. London Book Fair Award winner. Free quarterly issues, daily blog. Sign up for our newsletters: https://t.co/BLZwtFCACr",9398,18026,3237,568,The World,Asymptote Journal,asymptotejrnl,21050,,http://www.asymptotejournal.com,FALSE
,Thu Apr 23 00:00:01 +0000 2020,,,,0,1253111349003140000,,,,en,,,2608,1.25306E+18,KatiePhang,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @KatiePhang: Dr. Bright: ""Sidelining me in the middle of this pandemic and placing politics and cronyism ahead of science puts lives at…",https://twitter.com/rhuq70/status/1253111349003145216,Fri Nov 28 17:22:25 +0000 2008,rhuq70,FALSE,Boston sports. Other sports. Only sports.,58,73,183,4,North America,BeantownSports,rhuq70,3473,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,,,https://www.conclusion.com.ar/politica/economia/pronostican-que-la-economia-mundial-caera-casi-un-4-y-la-recesion-sera-de-una-profundidad-sin-precedentes/04/2020/,0,1253111343743460000,,,,es,,FALSE,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","🌐⚠️
Así lo anticipó la agencia calificadora de riesgos Fitch Rating, la cual informó que debido a la paralización de la economía por el coronavirus, la recesión mundial este año será dos veces más fuerte que la crisis del 2009.
 
https://t.co/0CU2lLvoN1",https://twitter.com/ConclusionRos/status/1253111343743467520,Sat Oct 04 04:08:00 +0000 2014,ConclusionRos,FALSE,"Diario Conclusión - Cuenta oficial - 
// Libertad con Responsabilidad // #Noticias
FB https://t.co/wgZB2JKfVj
IG https://t.co/m08DiN8lwP",4892,24824,1164,191,"Rosario, Argentina",Conclusión,ConclusionRos,156647,,http://www.conclusion.com.ar,TRUE
,Thu Apr 23 00:00:02 +0000 2020,,,,0,1253111352043930000,,,,es,,,53,1.2531E+18,El_Universal_Mx,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @El_Universal_Mx: Maurizio Arrivabene, exjefe de la escudería Ferrari de Fórmula 1, ahora conduce una ambulancia para ayudar durante la…",https://twitter.com/jdanielliraa/status/1253111352043937795,Mon Feb 28 05:26:38 +0000 2011,jdanielliraa,FALSE,,8100,176,278,0,La sensual Qro,Dany Lira,jdanielliraa,5738,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,TeamExtraSpace COVID19,,https://sprou.tt/1hUCM23z42x,0,1253111347895770000,,,,en,,FALSE,0,,,"<a href=""https://getbambu.com"" rel=""nofollow"">Bambu by Sprout Social</a>","""We talk about our company values often, and it’s times like these where we put those values into practice."" - Chief Legal Officer and Head of People Gwyn McNeal. #TeamExtraSpace #COVID19 Still going Strong! https://t.co/wOTVQv9u9p",https://twitter.com/MontourNathan/status/1253111347895771137,Wed Apr 30 16:01:13 +0000 2014,MontourNathan,FALSE,,1823,13,76,1,"SLC, UT",Nathan Montour,MontourNathan,2309,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,Covid19,,,0,1253111348076080000,,,,es,,,42,1.25301E+18,ElUniversalOax,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ElUniversalOax: 📌En plena fase 3 por #Covid19, cientos de campesinos durmieron en la calle con la esperanza de recibir una ficha para p…",https://twitter.com/quiteRomantic/status/1253111348076085248,Wed Nov 26 03:25:50 +0000 2008,quiteRomantic,FALSE,"Estudiante de Letras Inglesas 🌈 NB (they/he)✨ I like D&D, Hayley Williams, the McElroy brothers, and blocking terfs.
Swim 👍🏼 Dance 👎🏼 Karate 🤷‍♂️",7561,783,257,26,,Ro (not a girl),quiteRomantic,86520,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,,https://twitter.com/MariahCarey/status/1253109829683613696/video/1,,0,1253111348445100000,,,,en,,FALSE,7182,1.25311E+18,MariahCarey,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MariahCarey: not if we stay home! 🏠 https://t.co/BABdqY8ics,https://twitter.com/DennisMachh/status/1253111348445102081,Sun Jul 06 07:38:07 +0000 2014,DennisMachh,FALSE,Berkeley ‘22,3022,168,143,0,,Dennis Mach,DennisMachh,958,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,cats coronavirus covid,https://twitter.com/850WFTL/status/1253111343487434752/photo/1,https://www.850wftl.com/two-ny-cats-become-countrys-first-pets-to-test-positive-for-coronavirus/,0,1253111343487430000,,,,und,,FALSE,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#cats #coronavirus #covid-19
https://t.co/MOuBiXaMVM https://t.co/8amZrcO9WK",https://twitter.com/850WFTL/status/1253111343487434752,Wed Mar 13 15:17:28 +0000 2013,850WFTL,FALSE,"South Florida's News, Traffic, & Severe Weather Station",1005,7204,7311,98,"West Palm Beach, FL",850 WFTL,850WFTL,40703,,http://www.850wftl.com,FALSE
,Thu Apr 23 00:00:01 +0000 2020,,https://twitter.com/Tomo20309138/status/1253065388977319937/photo/1,https://twitter.com/NEJM/status/1252990547586961408,0,1253111347874680000,,,,ja,,FALSE,372,1.25307E+18,Tomo20309138,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Tomo20309138: ここまで突っ込んで数秒間我慢するんやで。

ʅ(´⊙ω⊙｀)ʃﾋｮｰ https://t.co/PN5sb25n5H https://t.co/II9Jc6ChxH",https://twitter.com/softhitter99/status/1253111347874689025,Mon Aug 30 03:59:45 +0000 2010,softhitter99,FALSE,左右ぶった斬る回転翼なネトウヨｗ 軍事史系。右に傾向ていてもひねくれ者なので、つまらない奴と思ったら右だろうがブロックかけます。ツイッターは「議論の場」ではなく「言い放し兵器」と心得ていますｗ　ダイエット（25kg減）、禁煙、禁酒、禁ギャンブルの成功者にして、市井の政策通。いろいろ相談したり、占ったりしますよｗ,59675,1067,2029,9,東京都,ソフトヒッター99＠ナードな４つ目,softhitter99,57695,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,Hydroxychloroquine tRUmp COVID19 MassMurder,,,2,1253111348361330000,katierogers,1.25309E+18,14116915,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@katierogers @grynbaum #Hydroxychloroquine...the #tRUmp cure-all that was used on veterans with #COVID19...using them as human guinea pigs...the drug that killed them. #MassMurder,https://twitter.com/chickwerner/status/1253111348361338880,Mon Apr 27 15:18:57 +0000 2009,chickwerner,FALSE,"UH  B.S. in Technology TRDE '90,
UH M.S. in Technology OCTE '93,
OLLU  MBA '96 (emphasis in Strategic Planning)",320662,1446,1288,31,"Houston, TX",Janet Werner,chickwerner,92922,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,,,,0,1253111349103680000,,,,en,,,1355,1.2531E+18,GovernorTomWolf,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @GovernorTomWolf: Tonight, I’m announcing our plan to slowly reopen Pennsylvania.
 
We will use a measured, scientific approach. We will…",https://twitter.com/cupidinks/status/1253111349103689728,Sun Apr 03 23:22:04 +0000 2016,cupidinks,FALSE,"23 | black artist who likes girls, my ocs, n the occasional pretty boy. ffxiv. she/her. #blacklivesmatter. cupidinks@gmail.com",3646,1684,933,14,,luce ♥ @ stormblood,cupidinks,9435,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,LIVE,,https://bit.ly/3avB9wi,2,1253111343777010000,,,,en,,FALSE,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","WATCH #LIVE NOW: @billieeilish, @finneas perform in livestreamed concert to support small businesses impacted by coronavirus pandemic https://t.co/HkWiSIcx7e",https://twitter.com/fox5dc/status/1253111343777013762,Sun Feb 24 23:13:59 +0000 2008,fox5dc,FALSE,"We cover breaking news in Washington #DC, Maryland & Virginia. NEWS TIPS: 202-895-3000 or fox5tips@foxtv.com. Online: https://t.co/kxTWevUZu9. Facebook: FOX 5 DC",18374,311675,5966,2404,Washington DC,FOX 5 DC,fox5dc,305533,,http://www.fox5dc.com,TRUE
,Thu Apr 23 00:00:00 +0000 2020,,,https://bit.ly/2xG0Rkw,22,1253111343751630000,,,,es,,FALSE,7,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Mientras EU continúa siendo el epicentro del coronavirus, China se recupera de él y es uno de los pocos países capaces de producir insumos médicos para combatir esta infección (algo que México no debe tener fuera su radar). https://t.co/Oi82xLhfF0",https://twitter.com/Forbes_Mexico/status/1253111343751639040,Wed Nov 14 23:25:21 +0000 2012,Forbes_Mexico,FALSE,Cuenta Oficial de Twitter de la revista Forbes México.,6661,656616,2913,2349,Ciudad de México,Forbes México,Forbes_Mexico,227803,,http://www.forbes.com.mx,TRUE
,Thu Apr 23 00:00:01 +0000 2020,,,,0,1253111348096950000,,,,en,,,38361,1.25305E+18,BarackObama,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @BarackObama: While we continue to wait for a coherent national plan to navigate this pandemic, states like Massachusetts are beginning…",https://twitter.com/Cabo_Kabuto/status/1253111348096950274,Thu Feb 26 20:44:32 +0000 2009,Cabo_Kabuto,FALSE,Yo!,13460,125,225,3,"California, USA",Koji Kabuto,Cabo_Kabuto,6655,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,,,,0,1253111343810510000,,,,pt,,,5285,1.25311E+18,RaquelStasiaki,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RaquelStasiaki: A Rede Globo acaba de declarar guerra ao atual Ministro da Saúde Nelson Teich, não aceitam de forma alguma a flexibiliz…",https://twitter.com/Deyse89631268/status/1253111343810514947,Tue Feb 18 00:23:05 +0000 2020,Deyse89631268,FALSE,"Eu sou brasileira e não desisto nunca.
DIREITA UNIDA🇧🇷
Brasil acima de tudo,Deus acima de todos.
Bolsonaro2022💚💛👊😎",51535,956,1191,0,Centro Oeste Brasileiro,Deyse Patriota Bolsonaro🇧🇷🇺🇲🇮🇱,Deyse89631268,11628,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,National,,https://www.wtrf.com/news/health/coronavirus/woman-coughs-in-officers-face-after-police-bust-party-during-stay-at-home-order/?utm_medium=social&utm_source=twitter_WTRF7News,0,1253111347602120000,,,,en,,FALSE,1,,,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",#National A woman is facing multiple charges after hosting a party while under a 'stay-at-home' order during the COVID-19 outbreak https://t.co/Rvc6cD6Dyx,https://twitter.com/WTRF7News/status/1253111347602128899,Mon Aug 10 19:36:10 +0000 2009,WTRF7News,FALSE,Working For You. WTRF-TV is the CBS & ABC affiliate for the Wheeling-Steubenville area.,4897,17034,746,265,"Wheeling, WV",WTRF 7News,WTRF7News,56729,,http://www.wtrf.com/,TRUE
,Thu Apr 23 00:00:00 +0000 2020,,,,0,1253111343705530000,,,,en,,,427,1.25308E+18,AaronBlake,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @AaronBlake: It has been 7.5 hours since Trump claimed his CDC director was misquoted and would be issuing a statement about it.

No sta…",https://twitter.com/tomandprisha/status/1253111343705538560,Fri Nov 14 01:20:23 +0000 2008,tomandprisha,FALSE,Husband to Prisha Father to Ryne and Nolan Malone Grandpa Grandpa to Miller and Brees 😇,43563,1478,1373,105,USA,tomandprisha,tomandprisha,77661,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,COVID19 Leonardo Australia LeonardoInAustralia,,https://asiapacificdefencereporter.com/australian-defence-industry-covid-19-business-as-usual-with-strict-safeguards/,11,1253111343466590000,,,,en,,FALSE,5,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Within the dynamic and evolving environment generated by #COVID19, #Leonardo continues to provide critical support to the defence industry and the helicopter transport industry in #Australia | via @APDR_APAC https://t.co/SUvLzqTouH #LeonardoInAustralia",https://twitter.com/LDO_Australia/status/1253111343466590217,Fri Dec 07 10:40:29 +0000 2018,LDO_Australia,FALSE,The official Australian account of global high technology company @Leonardo_Live - sharing our latest news with all 🇦🇺 stakeholders,325,3435,177,5,Australia,Leonardo in Australia 🇦🇺,LDO_Australia,380,,http://www.leonardocompany.com,FALSE
,Thu Apr 23 00:00:01 +0000 2020,,https://twitter.com/MariahCarey/status/1253109829683613696/video/1,,0,1253111347950170000,,,,en,,FALSE,7182,1.25311E+18,MariahCarey,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MariahCarey: not if we stay home! 🏠 https://t.co/BABdqY8ics,https://twitter.com/Troiboi/status/1253111347950174210,Sun Mar 01 12:47:07 +0000 2009,Troiboi,FALSE,🧚🏻 M A R I A H 🧚🏻,40281,856,1569,37,Perth boi living in Melbourne,troiboi 👀,Troiboi,39447,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,pandemia COVID19 pacientes,,https://sostelemedicina.ucv.ve/covid19/manuales/PROTOCOLO%20ATENCION%20A%20LA%20GESTANTE%20COVID-19.pdf,1,1253111343583910000,,,,es,,FALSE,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Debido a la #pandemia de la #COVID19 , muchos hospitales han establecido protocolos médicos basados en sociedades científicas, dando a #pacientes gestantes una adecuada atención obstétrica y perinatal consensuada. 

Por ej.  https://t.co/jwDekpPUDV

@ComunidadMadrid @SaludMadrid",https://twitter.com/VitaeUCV/status/1253111343583916032,Fri Apr 27 19:17:57 +0000 2012,VitaeUCV,FALSE,"Revista electrónica especializada en investigaciones del área de Salud, de las principales casas de estudios y centros científicos de Venezuela y América Latina",155,1608,571,24,Caracas,Revista VITAE,VitaeUCV,3583,,http://vitae.ucv.ve,FALSE
,Thu Apr 23 00:00:00 +0000 2020,,,https://nebraska.tv/news/local/lifeserve-blood-center-in-gi-seeks-convalescent-plasma-from-recovered-covid-19-patients,2,1253111343818780000,,,,en,,FALSE,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",The Grand Island LifeServe Blood Center is asking for donations for the plasma in efforts to fight the virus. https://t.co/9LTuB6pVTF,https://twitter.com/NTVNEWS/status/1253111343818788864,Fri Apr 13 13:56:43 +0000 2007,NTVNEWS,FALSE,"Central and Western Nebraska's source for news, weather and sports, as well as your favorite ABC programming",5012,31756,1032,301,Central and Western Nebraska,NTV News,NTVNEWS,98319,,http://www.nebraska.tv,TRUE
,Thu Apr 23 00:00:01 +0000 2020,,,https://twitter.com/DeAnna4Congress/status/1252962761694498816,0,1253111348319240000,,,,en,,FALSE,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",No way..their extermination plan has been exposed Mr Gates😩👿👎 https://t.co/5bk77x8k3G,https://twitter.com/panglim42/status/1253111348319248384,Tue Oct 30 23:37:36 +0000 2012,panglim42,TRUE,,147148,1216,179,0,,Patrick,panglim42,166634,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,,,,0,1253111349045080000,,,,en,,,1107,1.25307E+18,Cernovich,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Cernovich: Ready for this?,https://twitter.com/RoguePhilosoph/status/1253111349045088257,Mon Jul 09 17:20:26 +0000 2018,RoguePhilosoph,FALSE,Concerned Citizen,66715,232,124,0,USA,Rogue Philosopher,RoguePhilosoph,34795,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,Educación,,https://bit.ly/34UBVBU,2,1253111343663780000,,,,es,,FALSE,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#Educación | Debido a la coyuntura mundial del coronavirus, se amplió la fecha de cierre para estudios de maestría y doctorado. Los beneficiarios comenzarán sus estudios en el segundo semestre del 2021. 
https://t.co/CrlBXYoqI2",https://twitter.com/Finanzas_P/status/1253111343663788034,Wed Jan 20 15:35:37 +0000 2010,Finanzas_P,FALSE,"Consejos financieros para ahorrar, invertir y mejorar su economía. También en https://t.co/XFSeeKHVDc",598,137160,174,1328,Colombia,FinanzasPersonales,Finanzas_P,38020,,http://www.finanzaspersonales.co/,TRUE
,Thu Apr 23 00:00:01 +0000 2020,,,,0,1253111348558540000,,,,pt,,,34389,1.25258E+18,dudapassos__,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dudapassos__: eu quando lembro q meu ano tava perfeito ate o corona chegar e estragar tudo,https://twitter.com/sararrafael/status/1253111348558540800,Mon Jul 30 21:57:04 +0000 2018,sararrafael,FALSE,da maneira que eu brilho eu podia ser mais arrogante,23285,774,286,0,4535,sara,sararrafael,41002,,http://instagram.com/sararrafael/,FALSE
,Thu Apr 23 00:00:00 +0000 2020,Cuba Angola COVIDー19,,https://tr.im/1j74j,7,1253111343671940000,,,,es,,FALSE,4,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#Cuba: especialistas en Medicina General Integral (MGI), comenzaron a llegar a provincias de #Angola para sumarse al combate contra la pandemia de #COVIDー19 ⬇️ https://t.co/uNB0T1pE5W",https://twitter.com/InfoNodal/status/1253111343671947264,Tue Jun 04 13:40:58 +0000 2013,InfoNodal,FALSE,"Noticias de América Latina y el Caribe. Dirigido por @PedroBriegerOK

🌎 NODAL | NODAL Cultura | 🎓 #AlSur | 📺@SurySurTv",25466,96578,5167,739,"Buenos Aires, Argentina",Nodal,InfoNodal,99749,,https://www.nodal.am,TRUE
,Thu Apr 23 00:00:01 +0000 2020,,,,0,1253111348151510000,,,,en,,,111,1.25304E+18,CREWcrew,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @CREWcrew: Jared and Ivanka traveled to Trump National Golf Club Bedminster in New Jersey earlier this month, despite government health…",https://twitter.com/NinjaRapheal/status/1253111348151517185,Fri Sep 29 02:26:13 +0000 2017,NinjaRapheal,FALSE,"Proud Canadian, Hockey fan, Toronto Blue Jays Fan, no political affiliation just want the truth!!! Good neighbor & friend to USA. Northwest states.",71310,1429,1120,0,"East Kootenay, British Columbia",Cathy Fairclough,NinjaRapheal,142446,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,,,,0,1253111343902790000,,,,en,,,12,1.25311E+18,markknoller,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @markknoller: ""Do we have a choice?"" says Pres Trump, asked about increasing the National Debt responding to Coronavirus. ""We were attac…",https://twitter.com/MiriamRoseMc/status/1253111343902797824,Fri Nov 18 00:33:01 +0000 2011,MiriamRoseMc,FALSE,"Married 55 yrs, legal immigrant from Hong Kong! 5 children 15 grands.
Knitter.  don't reply to DMs.
World Traveller #KAG",114095,35994,39257,222,Northern Michigan,Miriam,MiriamRoseMc,383840,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,logo,,http://bit.ly/2mJWXkO https://twitter.com/nytimes/status/1253110207909109760,0,1253111348851950000,,,,en,,FALSE,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","https://t.co/QXRSiYN5gL
I'm Providing New Offer for This April!
Logo Design Start at 20$ with some extra features.

- Standard Font
- Meaningful Design
- Source File
- Unlimited Revisions
- Bonus Content
- Suitable and Professional Looks
- Suitable Color

Inbox me for more
#logo https://t.co/KYfN3A3yti",https://twitter.com/parthosaroth/status/1253111348851957760,Thu Jan 09 18:34:04 +0000 2020,parthosaroth,FALSE,Targeted You......,902,10,6,0,,Partho,parthosaroth,1855,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,,,,0,1253111343600840000,,,,en,,,2291,1.25311E+18,CaliforniaPanda,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @CaliforniaPanda: Embarrassing. The press corp has no idea what they're talking about.

Jon Karl: California has partially broken with C…",https://twitter.com/kornegay_danna/status/1253111343600844800,Fri Oct 12 02:03:39 +0000 2012,kornegay_danna,TRUE,,87804,339,230,7,Texas,Dannak,kornegay_danna,165424,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,coronavirus 7NEWS 7NEWS,https://twitter.com/7NewsSC/status/1253111343223169024/video/1,http://7news.link/Coronavirus,2,1253111343223160000,,,,en,,FALSE,1,,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Dedicated health staff working at the front line of the coronavirus crisis have been given a gourmet treat. https://t.co/Vilwi6vgcM @SimonNichols7 #coronavirus #7NEWS #7NEWS https://t.co/0CBlAN7cyG,https://twitter.com/7NewsSC/status/1253111343223169024,Mon Jul 26 08:02:51 +0000 2010,7NewsSC,FALSE,"7NEWS is the Sunshine Coast’s #1 news service. Weeknights at 6pm, then 6:30pm on 7TWO. Got a local news tip? Email: newsmaroochy@seven.com.au #7NEWS",104,6448,99,100,"Sunshine Coast, Queensland",7NEWS Sunshine Coast,7NewsSC,31905,,http://m.me/7NEWSSC,TRUE
,Thu Apr 23 00:00:00 +0000 2020,,https://twitter.com/CaleidoHumano/status/1253111343252680705/photo/1,http://www.oacnudh.org/covid-19-no-olviden-a-los-desplazados-internos-urge-experta-de-la-onu-a-los-gobiernos-del-mundo/,0,1253111343252680000,,,,es,,FALSE,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","COVID-19: no olviden a los desplazados internos, urge experta de la ONU a los Gobiernos del mundo
https://t.co/3R0wzAYt5r https://t.co/dcFd2eCBuT",https://twitter.com/CaleidoHumano/status/1253111343252680705,Fri Sep 21 16:19:17 +0000 2018,CaleidoHumano,FALSE,"Promovemos y defendemos los #DDHH a través de la denuncia, documentación, correcta y oportuna difusión asegurando la visibilización para la no repetición ☮️🇻🇪",3186,2134,2487,16,Venezuela,Caleidoscopio Humano,CaleidoHumano,12638,,,FALSE
