city,province_id,province_name
saint-come,qc,quebec
waskaganish,qc,quebec
twillingate,nl,newfoundland and labrador
saint-quentin,nb,new brunswick
lebel-sur-quevillon,qc,quebec
pilot butte,sk,saskatchewan
nanton,ab,alberta
pierreville,qc,quebec
new-wes-valley,nl,newfoundland and labrador
pennfield ridge,nb,new brunswick
west interlake,mb,manitoba
biggar,sk,saskatchewan
britannia no. 502,sk,saskatchewan
kent,nb,new brunswick
wabana,nl,newfoundland and labrador
saint-gilles,qc,quebec
wendake,qc,quebec
saint-bernard,qc,quebec
sainte-cecile-de-milton,qc,quebec
saint-roch-de-richelieu,qc,quebec
saint-nazaire,qc,quebec
saint-elzear,qc,quebec
hinchinbrooke,qc,quebec
saint-francois-xavier-de-brompton,qc,quebec
papineauville,qc,quebec
prairie view,mb,manitoba
cowichan bay,bc,british columbia
saint-ignace-de-loyola,qc,quebec
central manitoulin,on,ontario
maple creek,sk,saskatchewan
glovertown,nl,newfoundland and labrador
tofield,ab,alberta
madoc,on,ontario
upton,qc,quebec
sainte-anne-de-sabrevois,qc,quebec
logan lake,bc,british columbia
sainte-anne-de-la-perade,qc,quebec
saint-damien-de-buckland,qc,quebec
baker lake,nu,nunavut
saltair,bc,british columbia
pouch cove,nl,newfoundland and labrador
saint-ferdinand,qc,quebec
port mcneill,bc,british columbia
digby,ns,nova scotia
manouane,qc,quebec
saint-gervais,qc,quebec
neebing,on,ontario
redwater,ab,alberta
saint-alexandre-de-kamouraska,qc,quebec
saint-marc-sur-richelieu,qc,quebec
mandeville,qc,quebec
caplan,qc,quebec
point edward,on,ontario
allardville,nb,new brunswick
waterville,qc,quebec
saint-damien,qc,quebec
lac-nominingue,qc,quebec
obedjiwan,qc,quebec
rama,sk,saskatchewan
mccreary,mb,manitoba
deloraine-winchester,mb,manitoba
oakland-wawanesa,mb,manitoba
brenda-waskada,mb,manitoba
russell-binscarth,mb,manitoba
ellice-archie,mb,manitoba
souris-glenwood,mb,manitoba
riverdale,mb,manitoba
pembina,mb,manitoba
wallace-woodworth,mb,manitoba
lorne,mb,manitoba
ethelbert,mb,manitoba
yellowhead,mb,manitoba
swan valley west,mb,manitoba
grey,mb,manitoba
gilbert plains,mb,manitoba
norfolk-treherne,mb,manitoba
hamiota,mb,manitoba
emerson-franklin,mb,manitoba
sifton,mb,manitoba
rossburn,mb,manitoba
grand view,mb,manitoba
grassland,mb,manitoba
louise,mb,manitoba
ste. rose,mb,manitoba
cartwright-roblin,mb,manitoba
mossey river,mb,manitoba
lakeshore,mb,manitoba
riding mountain west,mb,manitoba
clanwilliam-erickson,mb,manitoba
glenboro-south cypress,mb,manitoba
north norfolk,mb,manitoba
reinland,mb,manitoba
minitonas-bowsman,mb,manitoba
kippens,nl,newfoundland and labrador
blucher,sk,saskatchewan
hatley,qc,quebec
saint-gedeon,qc,quebec
kingsey falls,qc,quebec
provost,ab,alberta
saint-charles,nb,new brunswick
mattawa,on,ontario
tumbler ridge,bc,british columbia
terrasse-vaudreuil,qc,quebec
l'ascension-de-notre-seigneur,qc,quebec
bow island,ab,alberta
barraute,qc,quebec
one hundred mile house,bc,british columbia
kedgwick,nb,new brunswick
gambo,nl,newfoundland and labrador
saint-liguori,qc,quebec
bonfield,on,ontario
pointe-lebel,qc,quebec
saint mary,nb,new brunswick
saint-patrice-de-sherrington,qc,quebec
fox creek,ab,alberta
dawn-euphemia,on,ontario
chapleau,on,ontario
saint-esprit,qc,quebec
westfield beach,nb,new brunswick
montague,pe,prince edward island
mashteuiatsh,qc,quebec
saint-francois-du-lac,qc,quebec
eel river crossing,nb,new brunswick
saint-fulgence,qc,quebec
millet,ab,alberta
vallee-jonction,qc,quebec
saint-georges-de-cacouna,qc,quebec
lumsden no. 189,sk,saskatchewan
manitouwadge,on,ontario
wellington,on,ontario
swift current no. 137,sk,saskatchewan
tofino,bc,british columbia
fort qu'appelle,sk,saskatchewan
vulcan,ab,alberta
indian head,sk,saskatchewan
petit rocher,nb,new brunswick
wabush,nl,newfoundland and labrador
saint-fabien,qc,quebec
watrous,sk,saskatchewan
north frontenac,on,ontario
lac-superieur,qc,quebec
les escoumins,qc,quebec
richibucto,nb,new brunswick
riviere-beaudette,qc,quebec
saint-barthelemy,qc,quebec
nisga'a,bc,british columbia
austin,qc,quebec
saint-mathieu,qc,quebec
saint-paul-de-l'ile-aux-noix,qc,quebec
orkney no. 244,sk,saskatchewan
behchoko,nt,northwest territories
saint-joseph-de-coleraine,qc,quebec
saint-cyprien-de-napierville,qc,quebec
sayabec,qc,quebec
valleyview,ab,alberta
deleage,qc,quebec
potton,qc,quebec
sainte-beatrix,qc,quebec
sainte-justine,qc,quebec
eastman,qc,quebec
saint-valerien-de-milton,qc,quebec
saint-cuthbert,qc,quebec
saint-blaise-sur-richelieu,qc,quebec
middleton,ns,nova scotia
maugerville,nb,new brunswick
dalmeny,sk,saskatchewan
kamsack,sk,saskatchewan
lumsden,sk,saskatchewan
trinity bay north,nl,newfoundland and labrador
saint-michel-de-bellechasse,qc,quebec
sainte-angele-de-monnoir,qc,quebec
picture butte,ab,alberta
sacre-coeur-saguenay,qc,quebec
saint-louis,nb,new brunswick
victoria,nl,newfoundland and labrador
saint-robert,qc,quebec
armstrong,mb,manitoba
saint-pierre-de-l'ile-d'orleans,qc,quebec
la guadeloupe,qc,quebec
saint andrews,nb,new brunswick
burns lake,bc,british columbia
povungnituk,qc,quebec
manners sutton,nb,new brunswick
gore,qc,quebec
deseronto,on,ontario
lamont,ab,alberta
chambord,qc,quebec
dudswell,qc,quebec
wynyard,sk,saskatchewan
cambridge bay,nu,nunavut
saint-narcisse,qc,quebec
frontenac islands,on,ontario
waswanipi,qc,quebec
inukjuak,qc,quebec
piney,mb,manitoba
komoka,on,ontario
saint-zacharie,qc,quebec
hemmingford,qc,quebec
shelburne,ns,nova scotia
saint-clet,qc,quebec
carberry,mb,manitoba
brighton,nb,new brunswick
saint-antoine,nb,new brunswick
warfield,bc,british columbia
northampton,nb,new brunswick
saint-ours,qc,quebec
stephenville crossing,nl,newfoundland and labrador
sainte-anne-de-la-pocatiere,qc,quebec
ucluelet,bc,british columbia
saint-placide,qc,quebec
barriere,bc,british columbia
fisher,mb,manitoba
nipissing,on,ontario
sainte-clotilde,qc,quebec
shaunavon,sk,saskatchewan
wicklow,nb,new brunswick
southesk,nb,new brunswick
nouvelle,qc,quebec
rosthern,sk,saskatchewan
yamaska,qc,quebec
neguac,nb,new brunswick
flat rock,nl,newfoundland and labrador
igloolik,nu,nunavut
grunthal,mb,manitoba
naramata,bc,british columbia
saint-elie-de-caxton,qc,quebec
blumenort,mb,manitoba
balmoral,nb,new brunswick
price,qc,quebec
rosedale,mb,manitoba
saint-jacques-le-mineur,qc,quebec
huron shores,on,ontario
champlain,qc,quebec
whitehead,mb,manitoba
saint-antoine-sur-richelieu,qc,quebec
saint-pacome,qc,quebec
saint-stanislas-de-kostka,qc,quebec
frontenac,qc,quebec
stuartburn,mb,manitoba
yamaska-est,qc,quebec
sainte-emelie-de-l'energie,qc,quebec
saint-charles-sur-richelieu,qc,quebec
saint-joseph-de-sorel,qc,quebec
nipigon,on,ontario
riviere-blanche,qc,quebec
sainte-helene-de-bagot,qc,quebec
franklin centre,qc,quebec
harbour breton,nl,newfoundland and labrador
massey drive,nl,newfoundland and labrador
mille-isles,qc,quebec
wilton no. 472,sk,saskatchewan
lyster,qc,quebec
oakview,mb,manitoba
balgonie,sk,saskatchewan
harrison park,mb,manitoba
kensington,pe,prince edward island
witless bay,nl,newfoundland and labrador
pond inlet,nu,nunavut
royston,bc,british columbia
sainte-clotilde-de-horton,qc,quebec
burford,on,ontario
fossambault-sur-le-lac,qc,quebec
saint-benoit-labre,qc,quebec
coombs,bc,british columbia
terrace bay,on,ontario
chapais,qc,quebec
saint-honore-de-shenley,qc,quebec
cleveland,qc,quebec
"macdonald, meredith and aberdeen additional",on,ontario
messines,qc,quebec
saint-jean-de-dieu,qc,quebec
nakusp,bc,british columbia
florenceville,nb,new brunswick
saint-antoine-de-tilly,qc,quebec
lakeview,bc,british columbia
humbermouth,nl,newfoundland and labrador
fort st. james,bc,british columbia
saint-francois-de-la-riviere-du-sud,qc,quebec
saint-jacques,nb,new brunswick
uashat,qc,quebec
perth,nb,new brunswick
eeyou istchee baie-james,qc,quebec
shellbrook no. 493,sk,saskatchewan
shawville,qc,quebec
saint-lucien,qc,quebec
lambton,qc,quebec
saint-laurent-de-l'ile-d'orleans,qc,quebec
saint-flavien,qc,quebec
grenville,qc,quebec
chute-aux-outardes,qc,quebec
sainte-marcelline-de-kildare,qc,quebec
saint-felix-de-kingsey,qc,quebec
upper island cove,nl,newfoundland and labrador
glenelg,nb,new brunswick
sainte-elisabeth,qc,quebec
ashcroft,bc,british columbia
clarkes beach,nl,newfoundland and labrador
saint-bernard-de-lacolle,qc,quebec
belledune,nb,new brunswick
saint-guillaume,qc,quebec
venise-en-quebec,qc,quebec
maliotenam,qc,quebec
ripon,qc,quebec
hilliers,bc,british columbia
saint-joseph,nb,new brunswick
saint-paulin,qc,quebec
bon accord,ab,alberta
saint david,nb,new brunswick
saint-albert,qc,quebec
matagami,qc,quebec
springfield,nb,new brunswick
amherst,qc,quebec
notre-dame-du-laus,qc,quebec
st. george,nb,new brunswick
wembley,ab,alberta
victoria,mb,manitoba
springbrook,ab,alberta
saint-tite-des-caps,qc,quebec
hudson bay,sk,saskatchewan
pinawa,mb,manitoba
"brudenell, lyndoch and raglan",on,ontario
carlyle,sk,saskatchewan
keremeos,bc,british columbia
val-joli,qc,quebec
gold river,bc,british columbia
saint-casimir,qc,quebec
bay bulls,nl,newfoundland and labrador
langham,sk,saskatchewan
frenchman butte,sk,saskatchewan
gordon,nb,new brunswick
kugluktuk,nu,nunavut
saint-malachie,qc,quebec
southampton,nb,new brunswick
salluit,qc,quebec
pangnirtung,nu,nunavut
saint-louis-de-gonzague,qc,quebec
moosonee,on,ontario
englehart,on,ontario
saint-urbain,qc,quebec
tring-jonction,qc,quebec
nauwigewauk,nb,new brunswick
pointe-a-la-croix,qc,quebec
denmark,nb,new brunswick
saint-joachim,qc,quebec
torch river no. 488,sk,saskatchewan
saint-theodore-d'acton,qc,quebec
grindrod,bc,british columbia
l' isle-verte,qc,quebec
harrison hot springs,bc,british columbia
palmarolle,qc,quebec
henryville,qc,quebec
sussex corner,nb,new brunswick
saint-odilon-de-cranbourne,qc,quebec
pipestone,mb,manitoba
laurierville,qc,quebec
la dore,qc,quebec
lac-au-saumon,qc,quebec
wotton,qc,quebec
prairie lakes,mb,manitoba
elk point,ab,alberta
shellbrook,sk,saskatchewan
wemindji,qc,quebec
cape dorset,nu,nunavut
strong,on,ontario
lappe,on,ontario
riviere-heva,qc,quebec
fort-coulonge,qc,quebec
irishtown-summerside,nl,newfoundland and labrador
godmanchester,qc,quebec
macklin,sk,saskatchewan
armour,on,ontario
saint-simon,qc,quebec
st. francois xavier,mb,manitoba
tingwick,qc,quebec
saint-aubert,qc,quebec
saint-mathieu-du-parc,qc,quebec
wabasca,ab,alberta
ragueneau,qc,quebec
notre-dame-du-bon-conseil,qc,quebec
wasagamack,mb,manitoba
saint-ubalde,qc,quebec
creighton,sk,saskatchewan
fortune,nl,newfoundland and labrador
faraday,on,ontario
berthier-sur-mer,qc,quebec
frampton,qc,quebec
magnetawan,on,ontario
new carlisle,qc,quebec
laird no. 404,sk,saskatchewan
petitcodiac,nb,new brunswick
popkum,bc,british columbia
norton,nb,new brunswick
canwood no. 494,sk,saskatchewan
wentworth-nord,qc,quebec
bas caraquet,nb,new brunswick
sainte-ursule,qc,quebec
dawson,yt,yukon
nantes,qc,quebec
lac-aux-sables,qc,quebec
stewiacke,ns,nova scotia
taylor,bc,british columbia
rosser,mb,manitoba
estevan no. 5,sk,saskatchewan
falmouth,ns,nova scotia
vaudreuil-sur-le-lac,qc,quebec
grahamdale,mb,manitoba
cardwell,nb,new brunswick
two hills,ab,alberta
spiritwood no. 496,sk,saskatchewan
legal,ab,alberta
amulet,qc,quebec
herouxville,qc,quebec
pointe-des-cascades,qc,quebec
weldford,nb,new brunswick
reynolds,mb,manitoba
st. laurent,mb,manitoba
lions bay,bc,british columbia
l'isle-aux-allumettes,qc,quebec
emo,on,ontario
sainte-brigide-d'iberville,qc,quebec
les eboulements,qc,quebec
dunsmuir,bc,british columbia
pointe-aux-outardes,qc,quebec
smooth rock falls,on,ontario
oxbow,sk,saskatchewan
telkwa,bc,british columbia
gjoa haven,nu,nunavut
sainte-barbe,qc,quebec
mayerthorpe,ab,alberta
saint-louis-du-ha! ha!,qc,quebec
powerview-pine falls,mb,manitoba
baie verte,nl,newfoundland and labrador
saint-edouard,qc,quebec
charlo,nb,new brunswick
hillsborough,nb,new brunswick
bruederheim,ab,alberta
burgeo,nl,newfoundland and labrador
wadena,sk,saskatchewan
richmond,nb,new brunswick
swan hills,ab,alberta
wilkie,sk,saskatchewan
saint-leonard,nb,new brunswick
riviere-bleue,qc,quebec
noyan,qc,quebec
ile-a-la-crosse,sk,saskatchewan
landmark,mb,manitoba
saint-hugues,qc,quebec
chisholm,on,ontario
sainte-anne-du-sault,qc,quebec
la conception,qc,quebec
saint-valere,qc,quebec
sorrento,bc,british columbia
lameque,nb,new brunswick
thessalon,on,ontario
l'isle-aux-coudres,qc,quebec
nobleford,ab,alberta
larouche,qc,quebec
south qu'appelle no. 157,sk,saskatchewan
elton,mb,manitoba
lorrainville,qc,quebec
conestogo,on,ontario
upham,nb,new brunswick
st.-charles,on,ontario
sainte-lucie-des-laurentides,qc,quebec
saint-alexis,qc,quebec
gillam,mb,manitoba
roxton falls,qc,quebec
montcalm,mb,manitoba
clarendon,qc,quebec
mervin no. 499,sk,saskatchewan
saint-ludger,qc,quebec
coldwell,mb,manitoba
saint-arsene,qc,quebec
racine,qc,quebec
saint-majorique-de-grantham,qc,quebec
saint-zenon,qc,quebec
saint-armand,qc,quebec
saint-edouard-de-lotbiniere,qc,quebec
alonsa,mb,manitoba
listuguj,qc,quebec
bowden,ab,alberta
st. joseph,on,ontario
osler,sk,saskatchewan
saint-hubert-de-riviere-du-loup,qc,quebec
saint-jude,qc,quebec
dildo,nl,newfoundland and labrador
la minerve,qc,quebec
lanigan,sk,saskatchewan
lajord no. 128,sk,saskatchewan
moonbeam,on,ontario
notre-dame-des-pins,qc,quebec
saint-alban,qc,quebec
saint-pierre-les-becquets,qc,quebec
arborg,mb,manitoba
vauxhall,ab,alberta
bayfield,on,ontario
beaver river,sk,saskatchewan
irricana,ab,alberta
labrecque,qc,quebec
new bandon,nb,new brunswick
wemotaci,qc,quebec
sainte-henedine,qc,quebec
l'anse-saint-jean,qc,quebec
bassano,ab,alberta
parrsboro,ns,nova scotia
kaleden,bc,british columbia
st. george's,nl,newfoundland and labrador
fort simpson,nt,northwest territories
akwesasne,qc,quebec
l'avenir,qc,quebec
ignace,on,ontario
claremont,on,ontario
teulon,mb,manitoba
peel,nb,new brunswick
musquash,nb,new brunswick
notre-dame-du-portage,qc,quebec
st. lawrence,nl,newfoundland and labrador
oxford,ns,nova scotia
minto-odanah,mb,manitoba
st. alban's,nl,newfoundland and labrador
saint james,nb,new brunswick
saint-norbert-d'arthabaska,qc,quebec
manning,ab,alberta
glenella-lansdowne,mb,manitoba
saint-hilarion,qc,quebec
saint-simeon,qc,quebec
saint-barnabe,qc,quebec
sainte-felicite,qc,quebec
two borders,mb,manitoba
queensbury,nb,new brunswick
bury,qc,quebec
lac-bouchette,qc,quebec
saint-lazare-de-bellechasse,qc,quebec
saint-michel-du-squatec,qc,quebec
saint-joachim-de-shefford,qc,quebec
st-pierre-jolys,mb,manitoba
grand-remous,qc,quebec
saint-gabriel-de-rimouski,qc,quebec
armstrong,on,ontario
rogersville,nb,new brunswick
langenburg,sk,saskatchewan
sainte-marie-salome,qc,quebec
moose jaw no. 161,sk,saskatchewan
saint-cyprien,qc,quebec
maidstone,sk,saskatchewan
tres-saint-sacrement,qc,quebec
battle river no. 438,sk,saskatchewan
miltonvale park,pe,prince edward island
mcadam,nb,new brunswick
saints-anges,qc,quebec
saint-urbain-premier,qc,quebec
centreville-wareham-trinity,nl,newfoundland and labrador
alberton,pe,prince edward island
winnipeg beach,mb,manitoba
sainte-agathe-de-lotbiniere,qc,quebec
salmo,bc,british columbia
kipling,sk,saskatchewan
sagamok,on,ontario
trecesson,qc,quebec
tara,on,ontario
grande-vallee,qc,quebec
bertrand,nb,new brunswick
newcastle,nb,new brunswick
mont-carmel,qc,quebec
saint martins,nb,new brunswick
saint-eugene,qc,quebec
notre-dame-des-neiges,qc,quebec
saint-andre,nb,new brunswick
centreville,ns,nova scotia
roland,mb,manitoba
saint-leon-de-standon,qc,quebec
saint-modeste,qc,quebec
carnduff,sk,saskatchewan
carling,on,ontario
eckville,ab,alberta
nain,nl,newfoundland and labrador
hillsburgh,on,ontario
foam lake,sk,saskatchewan
sainte-sabine,qc,quebec
saint-maxime-du-mont-louis,qc,quebec
blanc-sablon,qc,quebec
cobalt,on,ontario
gravelbourg,sk,saskatchewan
south river,on,ontario
hudson bay no. 394,sk,saskatchewan
mckellar,on,ontario
frelighsburg,qc,quebec
buffalo narrows,sk,saskatchewan
ayer's cliff,qc,quebec
les mechins,qc,quebec
sainte-marguerite,qc,quebec
saint-claude,qc,quebec
air ronge,sk,saskatchewan
chipman,nb,new brunswick
girardville,qc,quebec
saint-bruno-de-guigues,qc,quebec
grenfell,sk,saskatchewan
dorchester,nb,new brunswick
south algonquin,on,ontario
windermere,bc,british columbia
saint-narcisse-de-beaurivage,qc,quebec
saint-rene-de-matane,qc,quebec
sainte-jeanne-d'arc,qc,quebec
plaisance,qc,quebec
roxton-sud,qc,quebec
st. louis no. 431,sk,saskatchewan
youbou,bc,british columbia
duchess,ab,alberta
saint-frederic,qc,quebec
viking,ab,alberta
sioux narrows-nestor falls,on,ontario
whitecourt,ab,alberta
repulse bay,nu,nunavut
montreal-est,qc,quebec
king,on,ontario
regina beach,sk,saskatchewan
saint-patrice-de-beaurivage,qc,quebec
ootischenia,bc,british columbia
hensall,on,ontario
bentley,ab,alberta
durham,nb,new brunswick
sainte-marthe,qc,quebec
notre-dame-du-nord,qc,quebec
pinehouse,sk,saskatchewan
saint-aime-des-lacs,qc,quebec
lac-drolet,qc,quebec
preeceville,sk,saskatchewan
maple creek no. 111,sk,saskatchewan
harbour main-chapel's cove-lakeview,nl,newfoundland and labrador
saint-wenceslas,qc,quebec
weyburn no. 67,sk,saskatchewan
birch hills,sk,saskatchewan
wedgeport,ns,nova scotia
kerrobert,sk,saskatchewan
havelock,nb,new brunswick
eston,sk,saskatchewan
sainte-genevieve-de-batiscan,qc,quebec
saint-justin,qc,quebec
saint-norbert,qc,quebec
schreiber,on,ontario
trochu,ab,alberta
botsford,nb,new brunswick
riviere-ouelle,qc,quebec
greenwich,nb,new brunswick
stukely-sud,qc,quebec
saint-georges-de-clarenceville,qc,quebec
sainte-therese-de-gaspe,qc,quebec
beachburg,on,ontario
desbiens,qc,quebec
clyde river,nu,nunavut
la macaza,qc,quebec
souris,pe,prince edward island
kindersley no. 290,sk,saskatchewan
laird,on,ontario
falher,ab,alberta
saint-vallier,qc,quebec
coleraine,qc,quebec
melita,mb,manitoba
noonan,nb,new brunswick
sainte-petronille,qc,quebec
delisle,sk,saskatchewan
bristol,qc,quebec
mahone bay,ns,nova scotia
waldheim,sk,saskatchewan
saint-sylvestre,qc,quebec
taloyoak,nu,nunavut
onoway,ab,alberta
saint-stanislas,qc,quebec
malpeque,pe,prince edward island
plantagenet,on,ontario
longue-rive,qc,quebec
argyle,mb,manitoba
davidson,sk,saskatchewan
plaster rock,nb,new brunswick
wilmot,nb,new brunswick
valemount,bc,british columbia
saint-leonard-de-portneuf,qc,quebec
alberta beach,ab,alberta
saint-narcisse-de-rimouski,qc,quebec
saint-bonaventure,qc,quebec
longlaketon no. 219,sk,saskatchewan
papineau-cameron,on,ontario
assiginack,on,ontario
brebeuf,qc,quebec
hudson hope,bc,british columbia
prince,on,ontario
baie-du-febvre,qc,quebec
durham-sud,qc,quebec
melbourne,qc,quebec
nipawin no. 487,sk,saskatchewan
duck lake no. 463,sk,saskatchewan
oyen,ab,alberta
